Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SHOP,Shopify Inc.,132.61,12543010340,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTI,"ShotSpotter, Inc.",32.55,352247864.9,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SSTK,"Shutterstock, Inc.",37.04,1297768369,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SWIR,"Sierra Wireless, Inc.",16.04,578208845.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.24,31616199.4,25496935,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SGMA,"SigmaTron International, Inc.",4.116,17410712.93,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SILC,Silicom Ltd,37.16,280618087.7,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",84.56,3648628197,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,35.83,1291328105,36040416,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SLP,"Simulations Plus, Inc.",18.76,326802895.7,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,62.37,4457613089,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SWKS,"Skyworks Solutions, Inc.",70.33,12485825208,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SGH,"SMART Global Holdings, Inc.",31.43,710492373.6,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
SMAR,Smartsheet Inc.,22.88,2351055999,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SMSI,"Smith Micro Software, Inc.",2.199,62158943.89,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,3.6529,84313600.41,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
SNAP,Snap Inc.,6.35,8222735752,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SRAX,"Social Reality, Inc.",3.05,30906656.5,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",1.9,11177907.1,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt
SOGO,Sogou Inc.,6.15,2442572819,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOHU,Sohu.com Limited ,21.12,834937762.6,39533038,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu
SEDG,"SolarEdge Technologies, Inc.",38.08,1742219595,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg
SWI,SolarWinds Corporation,14.06,0,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi
SOFO,"Sonic Foundry, Inc.",1.3601,6687426.726,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sofo
SPA,Sparton Corporation,14.27,140341497.2,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
ANY,Sphere 3D Corp.,4.33,8366564.56,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
SPI,"SPI Energy Co., Ltd.",2.4619,1785042.447,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi
SPLK,Splunk Inc.,92.69,13590744475,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
SPSC,"SPS Commerce, Inc.",83.4575,1474245357,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc
SPXC,SPX Corporation,29.63,1285706827,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",35.87,1526339128,n/a,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",62.62,25893219962,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
SSNC,"SS&C Technologies Holdings, Inc.",45.54,11402395005,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
STAF,"Staffing 360 Solutions, Inc.",1.7,8525530.6,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf
SXI,Standex International Corporation,78.98,1013221862,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi
SRT,"StarTek, Inc.",6.22,230516670.8,n/a,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt
STLR,Stellar Acquisition III Inc.,10.599,29862555.31,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlr
STLRU,Stellar Acquisition III Inc.,10.5,0,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlru
STLRW,Stellar Acquisition III Inc.,0.24,0,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlrw
STM,STMicroelectronics N.V.,14.09,12685178728,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm
STNE,StoneCo Ltd.,22.4,6206438090,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne
SSYS,"Stratasys, Ltd.",21.14,1137543400,n/a,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
STRM,"Streamline Health Solutions, Inc.",0.9354,18740220.79,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm
WISA,"Summit Wireless Technologies, Inc.",4.5,69148471.5,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa
SPWR,SunPower Corporation,6.06,854975251.5,n/a,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
SPCB,"SuperCom, Ltd.",1.34,20044174.26,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.74,5690859.66,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
SPRT,"support.com, Inc.",2.72,51444265.76,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt
SVMK,SVMK Inc.,12.77,0,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk
SWCH,"Switch, Inc.",7.66,1889292021,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch
SYKE,"Sykes Enterprises, Incorporated",26.81,1146969307,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,21.51,13742490323,n/a,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",1.65,64350499.95,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
SYNA,Synaptics Incorporated,36.39,1259774493,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",6.28,266738924.3,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
SNX,Synnex Corporation,75.33,3853959787,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx
SNPS,"Synopsys, Inc.",86.65,12875159472,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
DATA,"Tableau Software, Inc.",107.61,8992733541,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,36.17,1.8758E+11,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
TTWO,"Take-Two Interactive Software, Inc.",106.85,12167231214,n/a,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
TLND,Talend S.A.,34.04,1015518656,29833098,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
TAOP,Taoping Inc.,1.27,51765407.01,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop
TECD,Tech Data Corporation,71.65,2747777142,n/a,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,3.6,6656490,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
TLRA,"Telaria, Inc.",2.99,142239511.6,n/a,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra
TENB,"Tenable Holdings, Inc.",25.74,2395486897,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb
TNC,Tennant Company,60.25,1092031250,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc
TDC,Teradata Corporation,36.02,4257564000,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tdc
TXN,Texas Instruments Incorporated,96.13,92337021469,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn
TGH,Textainer Group Holdings Limited,11.17,638359836.8,n/a,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh
DSGX,The Descartes Systems Group Inc.,27.65,2125305250,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx
KEYW,The KEYW Holding Corporation,8.45,421299626.8,n/a,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw
MIDD,The Middleby Corporation,116.81,6523448588,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
RUBI,"The Rubicon Project, Inc.",4.53,229905495.5,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi
TSG,The Stars Group Inc.,18.29,4976256963,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",118.55,5126353326,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",244.23,7636911885,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti
TISA,"Top Image Systems, Ltd.",0.67,12228653.74,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa
TSEM,Tower Semiconductor Ltd.,14.8,1552650654,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem
TACT,TransAct Technologies Incorporated,10.5,77466669,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
TZOO,Travelzoo,8.88,107544090.5,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
TRT,Trio-Tech International,3.587,12744808.29,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt
TRIP,"TripAdvisor, Inc.",59.35,8170499772,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
TRTN,Triton International Limited,34.26,2736506023,n/a,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn
TRVG,trivago N.V.,5.8,180061591.6,31045102,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg
TBI,"TrueBlue, Inc.",24.42,988650073.6,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi
TRUE,"TrueCar, Inc.",10.2,1060847838,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true
TSRI,"TSR, Inc.",5.31,10418549.22,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
TTEC,"TTEC Holdings, Inc.",27.53,1271695410,n/a,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec
TTMI,"TTM Technologies, Inc.",11.83,1226502329,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
TCX,Tucows Inc.,53.93,572497474.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx
TWLO,Twilio Inc.,76.96,7608901597,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo
TWIN,"Twin Disc, Incorporated",17.97,235182590.6,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin
TWTR,"Twitter, Inc.",31.61,24063121003,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr
TYL,"Tyler Technologies, Inc.",184.91,7178808452,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl
UBNT,"Ubiquiti Networks, Inc.",108.87,7711832470,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
UCTT,"Ultra Clean Holdings, Inc.",8.9,347226210.9,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt
UIS,Unisys Corporation,13.47,687301388.9,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/uis
UMC,United Microelectronics Corporation,1.76,4272336188,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/umc
URI,"United Rentals, Inc.",113,9164596286,n/a,1997,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/uri
UPLD,"Upland Software, Inc.",28.1,606662140,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,16.6,0,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
VTEC,Valtech SE,n/a,0,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/vtec
VRNS,"Varonis Systems, Inc.",54.11,1594335620,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns
VECO,Veeco Instruments Inc.,7.95,379954358,n/a,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco
VEEV,Veeva Systems Inc.,89.11,12877231476,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/veev
VRNT,Verint Systems Inc.,43.05,2794179579,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt
VRSN,"VeriSign, Inc.",149.48,18070400573,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
VRSK,"Verisk Analytics, Inc.",120.13,19775817538,n/a,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
VERI,"Veritone, Inc.",5.5899,108043141.2,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
VSAT,"ViaSat, Inc.",67.28,4013267407,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat
VIAV,Viavi Solutions Inc.,9.485,2166585857,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/viav
VRTU,Virtusa Corporation,39.91,1193772235,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
VMW,"Vmware, Inc.",149.59,61142510085,n/a,2007,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vmw
VISI,"Volt Information Sciences, Inc.",2.59,54482255.8,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/visi
VUZI,Vuzix Corporation,5.61,154765886.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi
WSTG,"Wayside Technology Group, Inc.",11.7027,52621120.33,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg
WB,Weibo Corporation,60.06,3849084980,64087329,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb
WBT,"Welbilt, Inc.",13.34,1870518779,n/a,2016,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wbt
WDC,Western Digital Corporation,46.91,13576912114,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc
WYY,WidePoint Corporation,0.4849,40616411.04,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wyy
WIT,Wipro Limited,5.12,23049577933,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wit
WIX,Wix.com Ltd.,86.83,4071318904,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix
WDAY,"Workday, Inc.",133.13,28889210000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday
WK,Workiva Inc.,35.57,1559716329,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/wk
WPP,WPP plc,55.06,13895084866,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/wpp
XRX,Xerox Corporation,25.19,6002341389,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx
XLNX,"Xilinx, Inc.",86.5,21888257128,n/a,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
XPER,Xperi Corporation,13.35,646382449.4,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
XNET,Xunlei Limited,5.13,199596095.7,38907621,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet
YNDX,Yandex N.V.,29.4,9537297202,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
YEXT,"Yext, Inc.",16.75,1651304948,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/yext
YY,YY Inc.,68.01,3367341929,49512453,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy
ZBRA,Zebra Technologies Corporation,164.39,8844926029,n/a,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra
ZDGE,"Zedge, Inc.",2.8,28726182.8,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge
ZEN,"Zendesk, Inc.",51.8,5544752497,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/zen
ZIXI,Zix Corporation,6.3,341445056.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi
ZS,"Zscaler, Inc.",33.49,4089012421,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs
ZUO,"Zuora, Inc.",17.66,1902315403,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zuo
ZNGA,Zynga Inc.,3.5,3016586349,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga
